skill	fixture_key	game_scores_A_minus_D	game_n	game_mean	game_sd	candidate	deterministic	sim_n	sim_mean	sim_sd	central95_low	central95_high	p	individual_score_errors_if_deterministic	initial_attacker	initial_defender
hero:Wayne:Fleet	testcases/emulator_verified/wayne_mixed_solo.json#1	394,352,382,284,322,328,364	7	346.57142857142856	38.08261695689668	current	False	1000	308.903	47.86674018372055	210	400	0.035098		1200	600
hero:Wayne:Fleet	testcases/emulator_verified/wayne_mixed_solo.json#1	394,352,382,284,322,328,364	7	346.57142857142856	38.08261695689668	omit	False	1000	161	0	161	161	5e-05		1200	600
hero:Wayne:Fleet	testcases/emulator_verified/wayne_mixed_solo.json#1	394,352,382,284,322,328,364	7	346.57142857142856	38.08261695689668	marksman_only	False	1000	281.831	49.49335340256332	205	382	0.0004		1200	600
hero:Wayne:Fleet	testcases/emulator_verified/wayne_mixed_solo.json#1	394,352,382,284,322,328,364	7	346.57142857142856	38.08261695689668	normal_kind	False	1000	308.903	47.86674018372055	210	400	0.035098		1200	600
hero:Wayne:Fleet	testcases/emulator_verified/wayne_reina_combo.json#0	1613,1531,1542,1549,1568,1545,1543,1584	8	1559.375	27.375366925133886	current	False	1000	1550.971	15.004642558165056	1527	1583	0.082746		1800	600
hero:Wayne:Fleet	testcases/emulator_verified/wayne_reina_combo.json#0	1613,1531,1542,1549,1568,1545,1543,1584	8	1559.375	27.375366925133886	omit	False	1000	1506.447	9.973698695351974	1494	1531	0.0001		1800	600
hero:Wayne:Fleet	testcases/emulator_verified/wayne_reina_combo.json#0	1613,1531,1542,1549,1568,1545,1543,1584	8	1559.375	27.375366925133886	marksman_only	False	1000	1541.254	18.277022009439435	1501	1575	0.002		1800	600
hero:Wayne:Fleet	testcases/emulator_verified/wayne_reina_combo.json#0	1613,1531,1542,1549,1568,1545,1543,1584	8	1559.375	27.375366925133886	normal_kind	False	1000	1552.7	15.52897772389249	1527	1584	0.080596		1800	600
hero:Wayne:Fleet	testcases/emulator_verified/wayne_reina_wuming_combo.json#0	1693,1695,1698,1694,1706,1685,1697,1684	8	1694	7.091242083423347	current	False	1000	1697.888	6.585653105564156	1685	1712	0.333083		1800	600
hero:Wayne:Fleet	testcases/emulator_verified/wayne_reina_wuming_combo.json#0	1693,1695,1698,1694,1706,1685,1697,1684	8	1694	7.091242083423347	omit	False	1000	1688.817	4.222243282703901	1684	1699	0.00155		1800	600
hero:Wayne:Fleet	testcases/emulator_verified/wayne_reina_wuming_combo.json#0	1693,1695,1698,1694,1706,1685,1697,1684	8	1694	7.091242083423347	marksman_only	False	1000	1693.979	6.928243612890601	1684	1709	0.696665		1800	600
hero:Wayne:Fleet	testcases/emulator_verified/wayne_reina_wuming_combo.json#0	1693,1695,1698,1694,1706,1685,1697,1684	8	1694	7.091242083423347	normal_kind	False	1000	1699.101	6.98595752940156	1686	1714	0.152142		1800	600
hero:Wayne:Fleet	testcases/emulator_verified/wayne_s1_solo.json#0	251,255,247,256,250	5	251.8	3.7013511046643495	current	False	1000	253.872	4.036571553919222	246	262	0.630768		500	100
